Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition 
50,Travel_Rarely,Research & Development,4.0,3,Life Sciences,Female,Manufacturing Director,Single,43740.0,3.0,15,8.0,1,21.0,5.0,5,4,4,0
26,Travel_Rarely,Sales,4.0,3,Marketing,Male,Manager,Single,24040.0,1.0,12,8.0,0,1.0,6.0,1,0,1,1
26,Travel_Rarely,Research & Development,8.0,2,Life Sciences,Male,Manufacturing Director,Married,54540.0,1.0,13,8.0,1,3.0,5.0,3,0,2,0
27,Travel_Rarely,Research & Development,8.0,3,Life Sciences,Male,Manufacturing Director,Married,34080.0,1.0,24,8.0,0,9.0,2.0,9,6,8,0
40,Travel_Frequently,Sales,9.0,3,Marketing,Male,Manufacturing Director,Single,22380.0,6.0,14,8.0,0,10.0,3.0,1,0,0,0
35,Travel_Frequently,Research & Development,16.0,3,Medical,Male,Manufacturing Director,Married,65490.0,1.0,20,8.0,0,9.0,3.0,9,1,8,0
22,Travel_Rarely,Research & Development,3.0,1,Life Sciences,Male,Sales Representative,Single,193372.0,1.0,12,8.0,1,1.0,2.0,0,0,0,0
51,Travel_Rarely,Sales,16.0,3,Medical,Male,Research Scientist,Married,94390.0,2.0,15,8.0,3,29.0,0.0,20,4,17,0
50,Travel_Rarely,Sales,9.0,3,Life Sciences,Male,Research Scientist,Married,23220.0,7.0,25,8.0,1,4.0,0.0,2,2,2,0
55,Travel_Rarely,Sales,20.0,3,Marketing,Male,Research Scientist,Married,48748.0,0.0,14,8.0,1,4.0,6.0,3,1,2,0
42,Travel_Rarely,Research & Development,18.0,1,Life Sciences,Male,Research Scientist,Married,99980.0,5.0,24,8.0,2,24.0,3.0,22,4,14,0
37,Travel_Rarely,Research & Development,1.0,3,Life Sciences,Male,Healthcare Representative,Married,53460.0,4.0,11,8.0,0,7.0,2.0,5,0,1,0
52,Travel_Frequently,Research & Development,3.0,1,Life Sciences,Male,Sales Executive,Married,117130.0,2.0,14,8.0,0,24.0,2.0,5,0,2,0
18,Non-Travel,Sales,6.0,4,Other,Male,Manager,Single,33047.0,1.0,12,8.0,1,0.0,3.0,0,0,0,0
42,Travel_Rarely,Human Resources,1.0,3,Other,Female,Healthcare Representative,Divorced,175095.0,8.0,13,8.0,1,7.0,3.0,5,0,4,0
35,Travel_Rarely,Research & Development,11.0,1,Life Sciences,Male,Healthcare Representative,Married,109030.0,0.0,11,8.0,0,6.0,3.0,5,4,2,0
40,Travel_Rarely,Research & Development,2.0,4,Medical,Male,Research Scientist,Divorced,192320.0,2.0,14,8.0,1,11.0,3.0,1,0,0,0
35,Travel_Frequently,Sales,8.0,2,Marketing,Female,Laboratory Technician,Divorced,37021.0,1.0,13,8.0,1,10.0,2.0,10,7,8,1
46,Travel_Rarely,Sales,1.0,2,Medical,Female,Research Scientist,Single,97843.0,1.0,22,8.0,0,9.0,0.0,9,4,7,1
44,Travel_Rarely,Sales,30.0,4,Marketing,Male,Sales Executive,Single,19510.0,4.0,22,8.0,3,10.0,4.0,2,0,2,0
47,Travel_Rarely,Research & Development,1.0,4,Life Sciences,Male,Sales Executive,Single,43124.0,2.0,13,8.0,1,25.0,2.0,17,12,11,0
38,Travel_Rarely,Sales,6.0,3,Other,Male,Sales Executive,Married,87890.0,1.0,11,8.0,3,15.0,4.0,15,5,11,0
41,Travel_Rarely,Sales,3.0,2,Medical,Male,Healthcare Representative,Married,23870.0,3.0,17,8.0,1,12.0,1.0,5,1,0,0
42,Travel_Frequently,Human Resources,9.0,2,Medical,Male,Sales Executive,Married,107215.0,3.0,13,8.0,1,20.0,1.0,1,0,0,0
32,Travel_Rarely,Research & Development,3.0,2,Technical Degree,Male,Manufacturing Director,Single,53630.0,1.0,13,8.0,0,6.0,4.0,6,4,1,0
44,Non-Travel,Research & Development,6.0,3,Life Sciences,Male,Laboratory Technician,Single,23190.0,3.0,18,8.0,0,7.0,4.0,5,0,3,0
56,Travel_Rarely,Research & Development,25.0,4,Life Sciences,Male,Laboratory Technician,Married,32210.0,4.0,15,8.0,2,33.0,2.0,19,15,9,0
30,Non-Travel,Research & Development,8.0,3,Life Sciences,Male,Manufacturing Director,Divorced,21430.0,1.0,117,8.0,1,1.0,2.0,1,0,0,0
29,Travel_Rarely,Research & Development,2.0,2,Medical,Female,Sales Executive,Single,106730.0,1.0,13,8.0,3,1.0,2.0,1,0,0,0
42,Travel_Rarely,Research & Development,24.0,4,Other,Male,Research Scientist,Married,23730.0,6.0,14,8.0,1,21.0,3.0,1,0,0,0
49,Travel_Frequently,Sales,2.0,4,Life Sciences,Female,Manufacturing Director,Married,58100.0,1.0,21,8.0,1,10.0,2.0,10,1,7,0
39,Travel_Rarely,Sales,27.0,4,Life Sciences,Male,Research Director,Divorced,81610.0,7.0,12,8.0,1,7.0,2.0,3,1,2,0
38,Travel_Rarely,Research & Development,29.0,4,Medical,Male,Laboratory Technician,Divorced,65830.0,0.0,12,8.0,0,12.0,1.0,11,2,9,0
37,Travel_Rarely,Research & Development,7.0,4,Life Sciences,Male,Sales Executive,Divorced,71430.0,2.0,21,8.0,0,8.0,6.0,1,0,0,0
36,Travel_Frequently,Sales,26.0,3,Marketing,Female,Research Director,Single,55794.0,4.0,21,8.0,2,13.0,3.0,8,7,2,0
26,Travel_Rarely,Research & Development,2.0,4,Life Sciences,Male,Sales Representative,Married,143360.0,1.0,21,8.0,1,8.0,3.0,8,0,7,0
32,Travel_Rarely,Research & Development,1.0,1,Life Sciences,Female,Healthcare Representative,Married,30220.0,1.0,16,8.0,1,6.0,3.0,6,0,5,0
39,Travel_Rarely,Research & Development,11.0,4,Life Sciences,Female,Human Resources,Married,66960.0,7.0,11,8.0,0,8.0,3.0,2,2,2,1
44,Travel_Rarely,Sales,2.0,2,Medical,Male,Manager,Married,187110.0,2.0,12,8.0,1,10.0,0.0,2,2,2,0
56,Travel_Rarely,Research & Development,16.0,3,Life Sciences,Male,Laboratory Technician,Married,33120.0,9.0,19,8.0,0,7.0,1.0,5,4,3,1
34,Travel_Rarely,Sales,5.0,3,Marketing,Female,Sales Representative,Divorced,50630.0,6.0,12,8.0,1,12.0,2.0,1,0,0,0
39,Non-Travel,Research & Development,29.0,2,Life Sciences,Male,Sales Executive,Married,38750.0,3.0,15,8.0,0,13.0,3.0,6,0,5,0
44,Travel_Rarely,Research & Development,10.0,3,Technical Degree,Male,Manager,Divorced,25190.0,0.0,21,8.0,2,23.0,2.0,22,1,10,0
33,Non-Travel,Sales,16.0,3,Other,Male,Research Director,Single,194572.0,1.0,19,8.0,2,10.0,4.0,10,6,0,0
32,Travel_Rarely,Research & Development,3.0,2,Life Sciences,Male,Research Scientist,Married,47855.0,3.0,14,8.0,1,6.0,3.0,3,0,2,0
42,Travel_Rarely,Research & Development,29.0,4,Life Sciences,Female,Manufacturing Director,Married,26450.0,1.0,15,8.0,0,10.0,5.0,10,2,2,0
35,Travel_Rarely,Research & Development,10.0,3,Medical,Female,Sales Executive,Single,131420.0,1.0,25,8.0,2,10.0,4.0,10,0,8,0
35,Non-Travel,Research & Development,6.0,1,Medical,Male,Healthcare Representative,Divorced,51630.0,2.0,18,8.0,2,16.0,4.0,1,0,0,0
28,Travel_Frequently,Sales,6.0,4,Life Sciences,Male,Manager,Divorced,52530.0,1.0,15,8.0,0,3.0,2.0,3,0,2,0
33,Travel_Rarely,Research & Development,1.0,4,Medical,Female,Manufacturing Director,Single,45437.0,0.0,13,8.0,0,6.0,3.0,5,1,4,0
46,Travel_Rarely,Sales,3.0,4,Marketing,Female,Sales Representative,Divorced,42720.0,7.0,13,8.0,0,24.0,3.0,2,2,2,0
37,Travel_Rarely,Research & Development,9.0,5,Technical Degree,Male,Manufacturing Director,Divorced,54670.0,4.0,12,8.0,0,13.0,2.0,7,6,7,0
55,Non-Travel,Research & Development,28.0,3,Life Sciences,Female,Manager,Divorced,48590.0,1.0,24,8.0,1,34.0,3.0,33,15,0,0
34,Travel_Frequently,Research & Development,3.0,1,Life Sciences,Male,Manufacturing Director,Married,134990.0,4.0,23,8.0,2,11.0,2.0,7,0,7,1
40,Travel_Rarely,Sales,4.0,3,Medical,Male,Sales Executive,Single,94340.0,1.0,13,8.0,1,9.0,3.0,9,8,8,0
29,Travel_Frequently,Sales,3.0,2,Marketing,Female,Laboratory Technician,Single,68110.0,0.0,15,8.0,1,9.0,2.0,8,7,7,1
40,Travel_Frequently,Research & Development,4.0,4,Medical,Female,Human Resources,Married,51940.0,5.0,18,8.0,0,20.0,2.0,18,1,12,0
37,Travel_Rarely,Research & Development,7.0,4,Life Sciences,Male,Sales Executive,Divorced,71430.0,2.0,21,8.0,0,8.0,6.0,1,0,0,0
55,Travel_Rarely,Research & Development,20.0,3,Technical Degree,Male,Human Resources,Single,46800.0,6.0,14,8.0,3,24.0,0.0,19,3,8,1
34,Non-Travel,Research & Development,28.0,2,Life Sciences,Female,Sales Representative,Married,36920.0,1.0,12,8.0,1,5.0,5.0,5,3,0,1
48,Travel_Rarely,Research & Development,17.0,3,Technical Degree,Male,Sales Executive,Married,97240.0,3.0,13,8.0,0,12.0,2.0,2,2,2,0
34,Travel_Rarely,Research & Development,2.0,4,Other,Male,Laboratory Technician,Single,42163.0,1.0,22,8.0,1,16.0,2.0,16,2,10,0
34,Travel_Rarely,Research & Development,4.0,2,Technical Degree,Male,Research Director,Divorced,27273.0,0.0,24,8.0,3,10.0,2.0,9,1,6,0
49,Travel_Rarely,Sales,3.0,2,Medical,Female,Sales Executive,Married,64410.0,6.0,23,8.0,1,22.0,1.0,9,2,3,0
37,Travel_Rarely,Research & Development,2.0,3,Life Sciences,Male,Laboratory Technician,Single,170680.0,3.0,23,8.0,0,8.0,6.0,4,0,1,0
37,Travel_Frequently,Sales,10.0,1,Marketing,Male,Laboratory Technician,Married,15140.0,1.0,14,8.0,0,4.0,3.0,4,1,2,0
33,Travel_Rarely,Research & Development,8.0,3,Medical,Male,Sales Executive,Divorced,110800.0,1.0,18,8.0,3,6.0,3.0,6,0,4,0
29,Travel_Rarely,Research & Development,9.0,2,Medical,Male,Manager,Divorced,28530.0,4.0,14,8.0,1,4.0,5.0,2,2,0,1
37,Travel_Rarely,Research & Development,2.0,3,Life Sciences,Female,Sales Executive,Single,52070.0,4.0,17,8.0,3,16.0,3.0,5,0,2,0
42,Travel_Frequently,Research & Development,9.0,4,Medical,Male,Manufacturing Director,Divorced,92080.0,1.0,15,8.0,1,24.0,2.0,24,14,9,0
28,Travel_Rarely,Sales,2.0,2,Technical Degree,Female,Sales Executive,Married,22310.0,1.0,12,8.0,0,8.0,3.0,8,7,73,0
32,Travel_Frequently,Sales,5.0,4,Life Sciences,Male,Sales Executive,Married,188440.0,1.0,19,8.0,0,10.0,3.0,10,4,7,0
26,Travel_Rarely,Research & Development,29.0,4,Life Sciences,Male,Research Scientist,Single,63890.0,0.0,22,8.0,0,8.0,2.0,7,0,7,0
46,Travel_Rarely,Sales,4.0,3,Medical,Male,Research Scientist,Single,26190.0,6.0,12,8.0,1,10.0,3.0,7,5,7,0
25,Travel_Rarely,Research & Development,8.0,4,Life Sciences,Male,Sales Executive,Married,22160.0,2.0,13,8.0,3,6.0,2.0,3,1,2,0
28,Travel_Rarely,Research & Development,11.0,3,Other,Male,Sales Representative,Married,52100.0,1.0,15,8.0,0,1.0,1.0,1,0,0,0
34,Travel_Rarely,Research & Development,26.0,3,Medical,Male,Laboratory Technician,Single,52370.0,1.0,19,8.0,1,10.0,3.0,10,5,7,0
28,Travel_Rarely,Sales,2.0,2,Life Sciences,Male,Manager,Married,44770.0,1.0,15,8.0,0,3.0,6.0,3,1,2,0
29,Travel_Rarely,Research & Development,3.0,4,Other,Female,Sales Representative,Divorced,55930.0,1.0,13,8.0,1,1.0,3.0,1,0,0,0
26,Travel_Rarely,Sales,2.0,3,Marketing,Female,Research Scientist,Married,175840.0,1.0,20,8.0,0,8.0,2.0,8,1,3,0
47,Non-Travel,Research & Development,2.0,4,Medical,Male,Research Scientist,Married,45380.0,8.0,11,8.0,0,16.0,3.0,8,1,7,0
31,Travel_Rarely,Sales,21.0,3,Technical Degree,Male,Research Scientist,Single,62205.0,1.0,14,8.0,1,1.0,2.0,1,0,0,1
18,Non-Travel,Sales,5.0,4,Other,Male,Manager,Single,32300.0,1.0,12,8.0,1,0.0,3.0,0,0,0,0
47,Travel_Rarely,Research & Development,1.0,4,Medical,Male,Laboratory Technician,Divorced,183030.0,6.0,22,8.0,1,29.0,2.0,3,1,2,0
30,Travel_Rarely,Research & Development,10.0,4,Life Sciences,Female,Research Scientist,Single,56548.0,5.0,13,8.0,0,8.0,3.0,5,0,4,1
50,Travel_Frequently,Sales,4.0,2,Life Sciences,Female,Laboratory Technician,Divorced,167990.0,7.0,14,8.0,1,12.0,2.0,6,0,1,1
43,Travel_Rarely,Research & Development,8.0,2,Life Sciences,Female,Manager,Married,65000.0,8.0,23,8.0,0,10.0,3.0,1,0,0,0
27,Non-Travel,Research & Development,3.0,3,Life Sciences,Male,Research Director,Married,168230.0,0.0,17,8.0,0,6.0,3.0,5,1,4,0
43,Non-Travel,Research & Development,6.0,2,Medical,Male,Healthcare Representative,Divorced,21096.0,4.0,20,8.0,1,7.0,2.0,5,2,2,0
58,Travel_Rarely,Research & Development,25.0,3,Other,Female,Research Scientist,Single,43170.0,7.0,17,8.0,0,40.0,2.0,31,13,8,1
58,Travel_Rarely,Research & Development,9.0,4,Life Sciences,Male,Sales Executive,Single,30424.0,0.0,14,8.0,0,38.0,2.0,37,1,8,0
30,Travel_Rarely,Research & Development,11.0,4,Life Sciences,Female,Research Scientist,Single,55620.0,5.0,13,8.0,0,8.0,3.0,5,0,4,1
41,Travel_Rarely,Research & Development,13.0,4,Life Sciences,Female,Healthcare Representative,Married,109200.0,0.0,15,8.0,1,21.0,3.0,20,0,10,0
40,Travel_Rarely,Research & Development,9.0,3,Other,Male,Sales Executive,Married,51500.0,3.0,14,8.0,1,10.0,3.0,7,1,7,0
37,Travel_Rarely,Research & Development,17.0,3,Life Sciences,Female,Sales Executive,Married,20640.0,4.0,16,8.0,0,8.0,3.0,1,0,0,0
26,Travel_Rarely,Research & Development,12.0,4,Medical,Male,Manager,Single,93415.0,0.0,20,8.0,0,5.0,3.0,4,0,0,0
39,Travel_Rarely,Sales,25.0,3,Medical,Male,Sales Executive,Married,197010.0,0.0,11,8.0,0,21.0,3.0,20,9,6,0
52,Travel_Rarely,Research & Development,5.0,2,Life Sciences,Female,Healthcare Representative,Married,27590.0,9.0,18,8.0,1,12.0,6.0,5,0,4,0
30,Travel_Rarely,Research & Development,2.0,3,Other,Male,Sales Executive,Married,179240.0,1.0,13,8.0,2,10.0,2.0,10,6,7,1
38,Non-Travel,Sales,5.0,3,Life Sciences,Male,Research Director,Single,100480.0,1.0,23,8.0,1,6.0,2.0,5,1,3,0
38,Travel_Rarely,Research & Development,2.0,3,Medical,Female,Sales Executive,Married,49282.0,4.0,19,8.0,1,7.0,2.8093203883495144,5,1,4,1
45,Non-Travel,Research & Development,3.0,3,Medical,Female,Research Scientist,Single,103680.0,6.0,12,8.0,2,23.0,2.0,19,12,8,0
29,Travel_Rarely,Research & Development,2.0,3,Medical,Male,Sales Executive,Married,43153.0,4.0,11,8.0,0,10.0,5.0,4,0,79,0
49,Non-Travel,Research & Development,23.0,1,Other,Female,Sales Executive,Divorced,92410.0,1.0,19,8.0,1,7.0,5.0,7,1,7,0
35,Travel_Frequently,Sales,9.0,2,Marketing,Female,Laboratory Technician,Divorced,36900.0,1.0,13,8.0,1,10.0,2.0,10,7,8,1
47,Travel_Frequently,Research & Development,5.0,3,Life Sciences,Male,Research Director,Single,27740.0,4.0,13,8.0,1,8.0,2.0,5,1,3,1
29,Travel_Rarely,Sales,10.0,2,Life Sciences,Female,Sales Executive,Divorced,128080.0,1.0,13,8.0,0,10.0,6.0,10,0,92,0
41,Travel_Rarely,Research & Development,4.0,3,Life Sciences,Male,Research Scientist,Single,35970.0,3.0,13,8.0,1,11.0,2.0,3,1,2,0
44,Travel_Rarely,Research & Development,6.0,1,Other,Male,Research Scientist,Single,52280.0,1.0,13,8.0,0,6.0,2.0,5,1,3,0
43,Travel_Frequently,Sales,14.0,3,Life Sciences,Female,Manufacturing Director,Married,37480.0,7.0,14,8.0,2,11.302766199317926,3.0,3,1,2,0
36,Travel_Rarely,Sales,8.0,2,Life Sciences,Male,Laboratory Technician,Married,144110.0,0.0,18,8.0,3,2.0,2.0,1,0,0,1
30,Non-Travel,Research & Development,2.0,4,Other,Male,Research Scientist,Single,20960.0,7.0,11,8.0,3,10.0,2.0,8,1,7,0
49,Travel_Frequently,Research & Development,7.0,1,Medical,Male,Healthcare Representative,Married,29960.0,2.0,18,8.0,1,17.0,2.8093203883495144,9,0,8,0
28,Travel_Frequently,Sales,2.0,3,Marketing,Male,Laboratory Technician,Single,17060.0,7.0,12,8.0,0,8.0,3.0,0,0,0,1
30,Travel_Rarely,Research & Development,9.0,3,Medical,Female,Sales Executive,Married,183000.0,0.0,14,8.0,0,7.0,6.0,6,0,2,0
35,Travel_Rarely,Research & Development,6.0,3,Medical,Male,Healthcare Representative,Married,57876.0,6.0,24,8.0,2,10.0,0.0,8,1,7,0
37,Travel_Rarely,Research & Development,29.0,4,Technical Degree,Male,Laboratory Technician,Married,78800.0,3.0,12,8.0,1,9.0,2.0,4,0,2,0
43,Travel_Rarely,Sales,17.0,2,Marketing,Female,Laboratory Technician,Single,67820.0,0.0,16,8.0,1,10.0,2.0,9,1,8,0
26,Travel_Frequently,Research & Development,3.0,3,Medical,Male,Laboratory Technician,Divorced,139640.0,1.0,110,8.0,2,5.0,1.0,5,1,3,0
34,Travel_Rarely,Research & Development,2.0,3,Life Sciences,Male,Laboratory Technician,Married,54362.0,1.0,14,8.0,0,10.0,5.0,10,4,8,0
33,Non-Travel,Research & Development,15.0,3,Other,Male,Research Scientist,Divorced,108200.0,5.0,12,8.0,0,11.0,2.0,9,1,7,0
38,Travel_Frequently,Research & Development,20.0,2,Life Sciences,Male,Research Scientist,Married,24510.0,7.0,12,8.0,1,19.0,3.0,13,2,9,0
40,Travel_Rarely,Research & Development,1.0,4,Medical,Male,Research Director,Married,50710.0,8.0,17,8.0,1,8.0,3.0,1,0,0,0
26,Travel_Rarely,Research & Development,5.0,4,Medical,Female,Sales Executive,Married,46820.0,1.0,11,8.0,1,6.0,3.0,5,1,3,0
39,Travel_Rarely,Sales,2.0,4,Life Sciences,Male,Laboratory Technician,Divorced,72640.0,0.0,17,8.0,0,11.302766199317926,5.0,10,0,7,0
33,Travel_Frequently,Research & Development,11.0,2,Medical,Male,Research Scientist,Married,34200.0,1.0,14,8.0,0,8.0,3.0,8,3,0,0
59,Travel_Rarely,Research & Development,6.0,3,Life Sciences,Female,Manager,Married,198330.0,3.0,13,8.0,0,7.0,2.0,1,0,0,0
28,Travel_Rarely,Sales,7.0,5,Life Sciences,Female,Sales Representative,Divorced,171230.0,5.0,15,8.0,1,6.0,2.0,4,0,3,1
37,Travel_Frequently,Sales,9.0,1,Marketing,Male,Laboratory Technician,Married,15140.0,1.0,14,8.0,0,4.0,3.0,4,1,2,0
41,Travel_Rarely,Sales,6.0,4,Marketing,Male,Research Scientist,Single,28210.0,1.0,17,8.0,0,10.0,3.0,10,8,7,0
35,Travel_Rarely,Research & Development,25.0,1,Medical,Male,Sales Executive,Married,54672.0,0.0,18,8.0,0,6.0,4.0,5,0,4,0
21,Travel_Rarely,Sales,10.0,5,Medical,Male,Research Scientist,Single,66870.0,1.0,19,8.0,3,2.0,0.0,2,1,2,0
48,Travel_Rarely,Sales,13.0,4,Medical,Male,Sales Executive,Married,98540.0,3.0,16,8.0,1,15.0,2.0,0,0,0,0
46,Travel_Rarely,Research & Development,19.0,1,Medical,Male,Manufacturing Director,Divorced,59800.0,4.0,11,8.0,1,28.0,2.0,7,4,3,1
32,Travel_Rarely,Research & Development,3.0,3,Medical,Male,Research Scientist,Married,57470.0,1.0,13,8.0,0,8.0,0.0,8,0,7,0
31,Travel_Rarely,Sales,2.0,3,Life Sciences,Female,Sales Representative,Married,122370.0,3.0,14,8.0,0,13.0,2.0,7,5,2,0
40,Travel_Frequently,Research & Development,27.0,4,Medical,Male,Manufacturing Director,Divorced,54550.0,1.0,12,8.0,1,20.0,2.0,20,2,13,0
38,Non-Travel,Sales,4.0,3,Life Sciences,Male,Research Director,Single,100480.0,1.0,23,8.0,1,6.0,2.0,5,1,3,0
35,Travel_Frequently,Sales,1.0,2,Technical Degree,Male,Manager,Single,66725.0,1.0,13,8.0,1,9.0,2.0,9,1,1,0
30,Travel_Rarely,Research & Development,10.0,3,Life Sciences,Male,Research Scientist,Divorced,55070.0,1.0,105,8.0,2,10.0,2.0,10,1,2,0
34,Travel_Frequently,Research & Development,7.0,4,Life Sciences,Male,Laboratory Technician,Single,24122.0,1.0,14,8.0,1,6.0,3.0,5,1,3,0
26,Travel_Rarely,Research & Development,18.0,4,Life Sciences,Male,Sales Executive,Married,49600.0,1.0,13,8.0,1,8.0,5.0,8,5,7,0
26,Travel_Rarely,Research & Development,16.0,2,Life Sciences,Male,Laboratory Technician,Single,26130.0,6.0,19,8.0,1,6.0,2.0,4,1,2,1
38,Travel_Frequently,Research & Development,25.0,3,Medical,Male,Manufacturing Director,Single,163280.0,1.0,17,8.0,3,10.0,2.0,10,9,9,0
38,Travel_Rarely,Research & Development,7.0,2,Medical,Male,Research Scientist,Divorced,47360.0,0.0,11,8.0,1,9.0,3.0,8,2,7,0
56,Travel_Rarely,Sales,4.0,2,Medical,Female,Manufacturing Director,Single,26910.0,6.0,16,8.0,1,36.0,6.0,7,7,7,0
53,Travel_Rarely,Sales,6.0,3,Marketing,Male,Sales Executive,Married,24250.0,7.0,18,8.0,1,35.0,1.0,5,0,4,0
28,Non-Travel,Research & Development,22.0,1,Medical,Male,Research Scientist,Single,79780.0,1.0,16,8.0,2,5.0,2.0,5,1,4,0
44,Travel_Frequently,Research & Development,6.0,2,Medical,Female,Research Scientist,Single,171590.0,5.0,22,8.0,1,16.0,1.0,2,2,2,0
35,Travel_Rarely,Research & Development,9.0,3,Life Sciences,Male,Healthcare Representative,Married,98240.0,0.0,19,8.0,0,4.0,2.0,3,2,2,0
24,Travel_Rarely,Sales,7.0,4,Life Sciences,Female,Laboratory Technician,Single,25760.0,8.0,17,8.0,3,6.0,3.0,4,1,2,0
32,Travel_Frequently,Sales,2.0,1,Marketing,Male,Laboratory Technician,Married,88580.0,6.0,16,8.0,1,10.0,2.0,5,1,3,0
24,Non-Travel,Research & Development,11.0,3,Life Sciences,Female,Manager,Married,51600.0,1.0,17,8.0,1,1.0,3.0,1,0,0,0
45,Non-Travel,Research & Development,8.0,1,Life Sciences,Male,Sales Executive,Married,33190.0,1.0,12,8.0,1,9.0,3.0,9,0,8,0
36,Travel_Rarely,Research & Development,22.0,4,Life Sciences,Male,Healthcare Representative,Married,29715.0,4.0,14,8.0,0,8.0,1.0,6,0,0,0
57,Travel_Rarely,Sales,2.0,1,Life Sciences,Male,Research Scientist,Married,61620.0,0.0,14,8.0,0,13.0,5.0,12,2,8,0
27,Travel_Frequently,Research & Development,16.0,4,Medical,Male,Healthcare Representative,Married,50478.0,0.0,20,8.0,2,8.0,3.0,7,7,3,0
36,Travel_Rarely,Sales,6.0,3,Medical,Female,Sales Executive,Married,42000.0,0.0,22,8.0,0,10.0,3.0,9,0,5,0
43,Travel_Rarely,Sales,25.0,2,Life Sciences,Male,Research Scientist,Divorced,51081.0,5.0,22,8.0,0,18.0,2.0,1,0,0,0
55,Travel_Rarely,Research & Development,1.0,4,Other,Female,Research Scientist,Married,67990.0,3.0,11,8.0,0,12.0,2.0,10,0,8,0
46,Travel_Rarely,Research & Development,4.0,2,Life Sciences,Male,Manufacturing Director,Married,138260.0,8.0,11,8.0,0,23.0,1.0,13,5,1,0
22,Travel_Frequently,Research & Development,8.0,3,Medical,Female,Laboratory Technician,Single,37850.0,5.0,13,8.0,2,4.0,2.0,2,1,2,1
54,Travel_Frequently,Research & Development,1.0,4,Life Sciences,Male,Research Scientist,Single,29330.0,3.0,12,8.0,2,20.0,2.0,4,0,3,0
33,Non-Travel,Research & Development,2.0,4,Medical,Male,Sales Representative,Single,25960.0,8.0,14,8.0,1,13.0,4.0,11,1,7,0
32,Non-Travel,Research & Development,12.0,2,Other,Female,Research Scientist,Divorced,44870.0,1.0,11,8.0,0,1.0,5.0,1,0,0,0
50,Travel_Rarely,Research & Development,1.0,3,Technical Degree,Female,Sales Executive,Married,134960.0,3.0,18,8.0,1,22.0,3.0,12,1,5,0
53,Travel_Rarely,Sales,3.0,1,Life Sciences,Male,Human Resources,Divorced,31620.0,4.0,15,8.0,0,26.0,4.0,14,4,8,0
29,Travel_Rarely,Human Resources,8.0,3,Medical,Male,Sales Representative,Single,25870.0,0.0,22,8.0,2,4.0,2.8093203883495144,3,2,2,0
41,Travel_Rarely,Research & Development,2.0,3,Life Sciences,Male,Human Resources,Single,68830.0,3.0,19,8.0,2,16.0,3.0,1,0,0,0
34,Travel_Rarely,Research & Development,3.0,2,Life Sciences,Male,Sales Representative,Married,64100.0,1.0,13,8.0,1,1.0,5.0,1,0,0,0
30,Travel_Rarely,Research & Development,8.0,2,Life Sciences,Female,Manufacturing Director,Married,34480.0,1.0,11,8.0,0,10.0,3.0,10,1,4,0
44,Travel_Rarely,Sales,2.0,2,Medical,Male,Manager,Married,187110.0,2.0,12,8.0,1,10.0,2.8093203883495144,2,2,2,0
42,Travel_Rarely,Research & Development,7.0,3,Medical,Male,Laboratory Technician,Divorced,100080.0,6.0,19,8.0,1,9.0,3.0,4,1,62,0
36,Travel_Frequently,Sales,22.0,3,Life Sciences,Male,Human Resources,Married,23290.0,3.0,15,8.0,0,9.0,2.0,3,0,2,0
